QID	Guest Tokens	Guest HLs	Host Tokens	Host HLs	Vote
CNN-412181-3	"[""That's"", 'correct.', 'In', 'many', 'cases,', 'the', 'CDC', 'would', 'put', 'out', 'these', 'charts', 'and', 'graphics.', 'Dr.', 'Birx', 'would', 'brief', 'them.', 'She', 'did', 'a', 'lot', 'of', 'work', 'every', 'single', 'night.', 'I', 'saw', 'this', 'woman', 'wake', 'up', 'at', '4:00', 'a.m.', 'in', 'the', 'morning,', 'she', 'would', 'use', 'a', 'lot', 'of', 'the', 'CDC', 'data', 'for', 'these', 'task', 'force', 'meetings.', 'Dr.', 'Redfield', 'would', 'be', 'in', 'attendance.', 'Dr.', 'Fauci', 'would', 'be', 'there', 'as', 'well,', 'where', 'we', 'would', 'review', 'exactly', 'where', 'we', 'were', 'across', 'the', 'country,', 'where', 'the', 'hot', 'spots', 'were', 'and', 'what', 'was', 'happening.', 'A', 'lot', 'of', 'these', 'discussions', 'also', 'focused', 'on', 'the', 'breakdown', 'amongst', 'age', 'ranges,', 'who', 'we', 'were', 'seeing', 'the', 'most', 'affected', 'by', 'this,', 'was', 'it', 'affecting', 'certain', 'populations?', 'And', 'all', 'of', 'these', 'discussions', 'were', 'being', 'had.', 'In', 'terms', 'of', 'the', 'manipulation', 'of', 'the', 'data,', 'it', 'was', 'people', 'within', 'the', 'White', 'House', 'specifically', 'tasking', 'more', 'junior', 'level', 'staff', 'to', 'try', 'to', 'find', 'alternate,', 'data', 'that', 'fit', 'the', 'narrative', 'that', 'they', 'wanted,', 'which', 'was', 'it', 'only', 'affects,', 'you', 'know,', 'people', 'above', 'the', 'age', 'of', '75', 'and', 'it', ""doesn't"", 'affect', 'younger', 'schoolchildren.', 'It', 'was', 'all', 'part', 'of', 'the', 'narrative', 'of', 'we', 'need', 'to', 'open', 'up', 'these', 'schools,', 'we', 'need', 'to', 'open', 'them', 'up', 'now.']"	[0, 0, 0, 0, 0, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.058823529411764705, 0.11764705882352941, 0.11764705882352941, 0.11764705882352941, 0.11764705882352941, 0.11764705882352941, 0.11764705882352941, 0.11764705882352941, 0.11764705882352941, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0, 0, 0, 0, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.11764705882352941, 0.11764705882352941, 0.11764705882352941, 0.11764705882352941, 0.11764705882352941, 0.11764705882352941, 0.11764705882352941, 0.11764705882352941, 0.11764705882352941, 0.11764705882352941, 0.11764705882352941, 0.11764705882352941, 0.11764705882352941, 0.11764705882352941, 0.11764705882352941, 0.11764705882352941, 0.11764705882352941, 0.11764705882352941, 0.11764705882352941, 0.11764705882352941, 0.11764705882352941, 0.11764705882352941, 0.17647058823529413, 0.17647058823529413, 0.17647058823529413, 0.23529411764705882, 0.4117647058823529, 0.4117647058823529, 0.4117647058823529, 0.4117647058823529, 0.23529411764705882, 0.23529411764705882, 0.5294117647058824, 0.5294117647058824, 0.5294117647058824, 0.5294117647058824, 0.5294117647058824, 0.47058823529411764, 0.5294117647058824, 0.5294117647058824, 0.5294117647058824, 0.5294117647058824, 0.5294117647058824, 0.5294117647058824, 0.5294117647058824, 0.5294117647058824, 0.7058823529411765, 0.7058823529411765, 0.8235294117647058, 0.8235294117647058, 0.8235294117647058, 0.8235294117647058, 0.8235294117647058, 0.7647058823529411, 0.8235294117647058, 0.8235294117647058, 0.35294117647058826, 0.35294117647058826, 0.35294117647058826, 0.35294117647058826, 0.35294117647058826, 0.35294117647058826, 0.35294117647058826, 0.35294117647058826, 0.35294117647058826, 0.35294117647058826, 0.35294117647058826, 0.35294117647058826, 0.35294117647058826, 0.35294117647058826, 0.4117647058823529, 0.4117647058823529, 0.4117647058823529, 0.4117647058823529, 0.4117647058823529, 0.4117647058823529, 0.4117647058823529, 0.4117647058823529, 0.47058823529411764, 0.47058823529411764, 0.5882352941176471, 0.5882352941176471, 0.5294117647058824, 0.5294117647058824, 0.5294117647058824, 0.5294117647058824, 0.5294117647058824, 0.5294117647058824, 0.5294117647058824, 0.5294117647058824, 0.29411764705882354, 0.29411764705882354, 0.29411764705882354, 0.29411764705882354, 0.29411764705882354, 0.29411764705882354, 0.29411764705882354]	"['They', 'were', 'trying', 'to', 'minimize', 'the', 'risk', 'of', 'reopening', 'schools', 'and', 'trying', 'to', 'go', 'around', 'the', 'CDC', 'is', 'what', 'I', 'think', ""you're"", 'saying', 'or', 'muscle', 'the', 'CDC', 'into', 'conforming', 'to', 'their', 'views.', 'And', 'you', 'were', 'asked', 'to', 'be', 'a', 'part', 'of', 'this?']"	[0.8235294117647058, 0.8235294117647058, 0.8235294117647058, 0.8823529411764706, 0.8823529411764706, 0.8823529411764706, 0.8823529411764706, 0.8823529411764706, 0.8823529411764706, 0.8823529411764706, 0.5882352941176471, 0.7058823529411765, 0.7058823529411765, 0.7058823529411765, 0.7058823529411765, 0.7058823529411765, 0.7058823529411765, 0.23529411764705882, 0.23529411764705882, 0.23529411764705882, 0.23529411764705882, 0.29411764705882354, 0.29411764705882354, 0.23529411764705882, 0.5882352941176471, 0.5882352941176471, 0.5882352941176471, 0.5882352941176471, 0.5882352941176471, 0.5882352941176471, 0.5882352941176471, 0.5882352941176471, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705]	[17, 21]
CNN-108240-3	"['Absolutely,', ""ma'am."", 'Because', 'the', 'only', 'state', 'terrorism', 'in', 'the', 'area', 'is', 'that,', 'the', 'Israeli', 'one.', 'Because', 'who', 'is', 'who?', 'We', 'would', 'like', 'to', 'know,', 'to', 'identify,', 'where', 'is', 'the', 'problem.', 'The', 'problem', 'is', 'laying', 'in', 'the', 'foreign', 'occupation', 'of', 'Palestinian', 'territory,', 'Syrian', 'Golan', 'and', 'part', 'of', 'southern', 'Lebanon.', 'So', 'we', 'are', 'the', 'victims.', 'We', 'are', 'not', 'the', 'victimizers.', 'And', '...']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.45, 1.0, 1.0, 1.0, 1.0, 0.95, 0.95, 0.95, 0.95, 0.95, 0, 0]	"['You', 'say', ""you're"", 'the', 'victims,', 'but', 'you', 'are', 'not', 'the', 'victimizers.', 'But', 'so', 'many', 'innocent', 'civilians', 'are', 'killed', 'in', 'these', 'types', 'of', 'attacks.']"	[0.65, 0.7, 1.0, 1.0, 1.0, 0.85, 0.95, 0.95, 0.95, 0.95, 0.95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[20, 21]
CNN-98051-7	"['Of', 'course.', 'The', 'issue', 'is', 'their', 'competence.', 'Their', 'issue', 'is,', 'how', 'much', 'do', 'they', 'know', 'about', 'regulating', 'drugs?', 'How', 'much', 'do', 'they', 'know', 'about', 'enforcing', 'customs', 'and', 'immigration', 'rules?', 'I', 'think', 'every', 'president', 'deserves', 'to', 'be', 'served', 'by', 'people', 'who', 'know', 'the', 'topic', 'cold', 'and', 'who', 'can', 'do', 'a', 'good', 'job', 'at', 'it.', 'But', 'as', 'we', 'saw', 'in', 'the', 'Mike', 'Brown', 'case,', 'you', 'know,', 'judging', 'Arabian', 'horse', 'competitions', ""isn't"", 'necessarily', 'the', 'sort', 'of', 'experience', 'you', 'want', 'when', 'it', 'comes', 'time', 'to', 'save', 'the', 'people', 'of', 'Louisiana.']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	"[""Let's"", 'look', 'at', 'a', 'specific', 'case', 'of', 'somebody', 'who', 'is', 'up', 'for', 'a', 'job', 'right', 'now,', 'Julie', 'Myers,', 'well', 'connected', 'in', 'her', 'family.', 'Uncle,', 'is...']"	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0]	[1, 21]
NPR-29413-12	"['Well,', 'this', 'time', ""it's"", 'different', 'because', 'the', 'new', 'health', 'law', 'has', 'put', 'states', 'in', 'quite', 'a', 'bit', 'of', 'a', 'bind.', 'It', 'basically', 'says', 'that', 'states', ""can't"", 'cut', 'back', 'on', 'eligibility', 'between', 'now', 'and', 'the', 'year', '2014.', ""That's"", 'when', 'the', 'new', 'health', 'law', 'will', 'expand', 'Medicaid', 'dramatically', 'for', 'nondisabled', 'low', 'income', 'adults.', 'Those', 'are', 'people', 'who', 'right', 'now', ""aren't"", 'eligible', 'in', 'most', 'states', 'for', 'Medicaid', 'no', 'matter', 'how', 'poor', 'they', 'are.', 'But', 'at', 'the', 'same', 'time,', 'the', 'extra', 'money', 'that', 'the', 'states', 'have', 'been', 'getting', 'to', 'help', 'them', 'with', 'their', 'Medicaid', 'costs,', ""that's"", 'money', ""that's"", 'been', 'coming', 'from', 'the', '2009', 'stimulus', 'law.', 'That', 'money', 'is', 'going', 'to', 'expire', 'at', 'the', 'end', 'of', 'this', 'month.', 'So', 'states', 'are', 'losing', '$89', 'billion', 'starting', 'July', '1st.', ""That's"", 'basically', 'going', 'to', 'leave', 'them', 'having', 'to', 'pay', '19', 'percent', 'more', 'for', 'Medicaid', 'going', 'forward.']"	[0, 0, 0, 0, 0, 0, 0, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.21428571428571427, 0.14285714285714285, 0.2857142857142857, 0.2857142857142857, 0.9285714285714286, 0.9285714285714286, 0.9285714285714286, 0.9285714285714286, 0.9285714285714286, 0.9285714285714286, 0.35714285714285715, 0.35714285714285715, 0.35714285714285715, 0.35714285714285715, 0.35714285714285715, 0.35714285714285715, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142]	"['Well,', 'what', 'can', 'states', 'do', 'if', 'they', ""can't"", 'cut', 'eligibility?']"	[0, 0.5, 0.5, 0.5, 0.5, 0.5714285714285714, 1.0, 1.0, 1.0, 1.0]	[14, 20]
NPR-6494-5	['Yeah,', 'we', 'were', '6,', '7', 'kilometers', 'away', 'from', 'the', 'front', 'line.', 'We', 'have', 'seen', 'massive', 'destruction', 'of', 'villages,', 'of', 'homesteads,', 'of', 'infrastructure', 'of', 'course,', 'of', 'essential', 'public', 'services.', 'And', 'we', 'anticipate', 'that', 'people', 'getting', 'out', 'of', 'Mosul', 'will', 'also', 'be', 'in', 'dire', 'need', 'of', 'lifesaving', 'humanitarian', 'assistance.']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0.3, 0.3, 0.2, 0.9, 0.9, 0.9, 0.8, 0.8, 0.7, 0.7, 0.9, 0.9, 0.9, 0.9, 0.8, 0.8, 0.8, 0.8]	"['There', 'must', 'be', 'scenarios', 'that', ""you're"", 'working', 'with', 'because', 'different', 'waves', 'of', 'people', 'coming', 'out', 'will', 'involve', 'different', 'needs.']"	[0, 0, 0, 0, 0, 0, 0, 0, 0.1, 0.6, 0.7, 0.7, 1.0, 1.0, 1.0, 0.9, 0.9, 0.9, 0.9]	[10, 20]
NPR-9809-12	"['Yes,', 'I', 'think', 'the', 'answer', 'to', 'that', 'question', 'really', 'depends', 'on', 'what', 'the', 'variability', 'in', 'the', 'electricity', 'generation', 'is', 'that', 'we', 'need', 'to', 'cover.', 'Is', 'it', 'just', 'a', 'few', 'hours', 'of', 'the', 'day,', 'for', 'instance', 'in', 'Arizona,', 'or', 'is', 'it', 'a', 'few', 'days', 'or', 'up', 'to', 'a', 'week,', 'right?', 'Today,', 'an', 'electric', 'vehicle', 'battery', 'pack', 'using', 'lithium-ion', 'batteries', 'costs', 'us', 'about', '$200', 'a', 'kilowatt-hour.', 'Over', 'time,', 'we', 'can', 'see', 'that', 'dropping', 'to', 'a', 'hundred', 'or', 'somewhat', 'less', 'than', 'that.', '\nBut', 'with', 'lithium-ion', 'batteries,', ""it's"", 'difficult', 'for', 'me', 'to', 'imagine', 'the', 'cost', 'getting', 'down', 'to,', ""let's"", 'say', '$10', 'or', '$20', 'a', 'kilowatt-hour.', 'It', 'turns', 'out', ""that's"", 'the', 'price', 'range', 'we', 'need', 'for', 'storing', 'electricity', 'for', 'the', 'grid', 'over', 'several', 'days.', 'And', 'in', 'order', 'to', 'accomplish', 'that,', 'we', 'really', 'need', 'to', 'look', 'at', 'other', 'battery', 'materials', 'other', 'than', 'lithium-ion', 'batteries.']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.05263157894736842, 0.05263157894736842, 0.05263157894736842, 0.05263157894736842, 0.05263157894736842, 0.05263157894736842, 0.05263157894736842, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.05263157894736842, 0.05263157894736842, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.7894736842105263, 0.6842105263157895, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.9473684210526315, 1.0, 1.0, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315]	"['So', 'lithium-ion', 'batteries', 'use', 'lithium.', ""You're"", 'looking', 'for', 'something', 'other', 'than', 'lithium', '-', 'something', 'else', 'that', 'can', 'store', 'this', 'energy?']"	[0, 0.10526315789473684, 0.10526315789473684, 0.10526315789473684, 0.10526315789473684, 0.8947368421052632, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.5263157894736842, 0.5263157894736842, 0.5263157894736842, 0.5263157894736842, 0.5263157894736842, 0.5789473684210527, 0.5789473684210527, 0.5789473684210527]	[19, 20]
CNN-32771-11	"['Of', 'course,', 'people', 'have', 'thrown', 'in', 'the', 'factor', 'of', 'whether', 'this', 'is', 'something', 'to', 'appeal', 'the', 'Hispanic', 'vote,', 'but', 'the', 'political', 'picture', 'is', 'bigger', 'than', 'that.', 'We,', 'of', 'course,', 'have', 'difficulties', 'in', 'Japan', 'and', 'Korea', 'with', 'similar', 'things.', 'If', ""there's"", 'an', 'unwillingness', 'of', 'Americans', '--', 'Puerto', 'Ricans', '--', 'to', 'support', 'this,', 'then', 'will', 'we', 'find', 'that', 'people', 'in', 'Japan,', 'and', 'particularly', 'Okinawa,', 'and', 'Korea', 'also', 'will', 'express', 'similar', 'feelings?', 'It', 'would', 'be', 'a', 'difficult', 'thing', 'to', 'support.']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]	"['But', 'even', 'if', 'the', 'Navy', 'were', 'to', 'leave', 'tomorrow,', 'the', 'controversy', 'will', 'still', 'continue', 'on', 'that', 'island,', ""won't"", 'it?']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0]	[2, 20]
CNN-6322-5	"['Well,', 'the', 'point', 'of', 'the', ""'94"", 'effort', 'was', 'to', 'explain', 'to', 'the', 'Cuban-American', 'community', 'the', 'purpose', 'of', 'the', 'summit.', 'Cuba', 'was', 'excluded', 'from', 'the', 'summit,', 'but', 'there', 'were', 'some', 'countries', 'attending', 'that', 'favorable', 'to', 'Cuba', 'and', 'to', 'President', 'Castro.', 'And', 'it', 'was', 'to', 'make', 'sure', 'that', 'whatever', 'expressions', 'of', 'anger', 'the', 'Cuban-American', 'community', 'had', 'about', 'President', 'Castro', ""didn't"", 'interfere', 'with', 'the', 'summit,', 'itself.']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	"['There', 'are', 'a', 'number', 'of', 'different', 'things', 'we', 'can', 'examine.', ""Let's"", 'take', 'them', 'one', 'at', 'a', 'time.', 'Would', 'it', 'have', 'been', 'better,', 'given', 'hindsight', 'is', 'perfect', 'at', '20/20,', 'for', 'the', 'relatives', 'to', 'agree', 'to', 'go', 'Washington,', 'meet', 'with', 'Juan', 'Miguel,', 'or', 'were', 'they', 'faced', 'with', 'the', 'option', 'that', 'Janet', 'Reno', 'said,', 'you', 'can', 'do', 'that', 'if', 'you', 'sign', 'this', 'piece', 'of', 'paper,', 'which', 'basically', 'says', 'the', 'custody', 'transfer', 'will', 'take', 'place?']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 20]
NPR-19980-12	"['I', 'think', 'they', 'do', '-', 'in', 'their', 'defense,', 'they', 'do', 'take', 'attempts', 'over', 'the', 'years', 'to', 'save', 'money', 'and', 'become', 'more', 'efficient.', 'I', 'think', 'they', 'do', 'it', 'on', 'a', 'much', 'smaller', 'scale.', 'But', 'what', 'was', 'different', 'about', 'this', 'case', 'was', 'when', 'the', 'results', 'came', 'back', 'to', 'the', 'Pentagon,', 'they', 'acknowledged', 'that', 'one', 'of', 'the', 'reasons', 'they', 'tried', 'to', 'bury', 'this', 'study', 'is', 'they', 'were', 'worried', 'about', 'the', 'political', 'ramifications', 'from', 'Congress', '-', 'that', 'Congress', 'would', 'use', 'this', 'as', 'an', 'excuse', 'to', 'slash', 'the', 'defense', 'budget.', '\nAs', 'you', 'know,', 'Pentagon', 'leaders', 'over', 'the', 'last', 'several', 'years', 'have', 'been', 'complaining', 'in', 'public', 'that', 'they', ""don't"", 'have', 'enough', 'money', 'to', 'train', 'troops,', 'to', 'put', 'aircraft', 'overseas', 'and', 'have', 'ships', 'on', 'missions', '-', 'that', 'they', 'need', 'more', 'money.', ""They're"", 'really', 'strapped.', 'And', 'what', 'this', 'study', 'showed', 'is', 'that,', 'yes,', 'maybe', 'they', 'need', 'more', 'money', 'for', 'those', 'things.', 'But', ""they're"", 'wasting', 'an', 'awful', 'lot', 'of', 'money', 'on', 'the', 'bureaucracy', 'on', 'the', 'back', 'office.']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.05263157894736842, 0.05263157894736842, 0.05263157894736842, 0.05263157894736842, 0.05263157894736842, 0.05263157894736842, 0.2631578947368421, 0.2631578947368421, 0.21052631578947367, 0.3157894736842105, 0.3157894736842105, 0.3157894736842105, 0.3157894736842105, 0.3157894736842105, 0.3157894736842105, 0.8421052631578947, 0.9473684210526315, 0.9473684210526315, 1.0, 1.0, 1.0, 0.10526315789473684, 0.10526315789473684, 0.10526315789473684, 0.10526315789473684, 0.10526315789473684, 0.10526315789473684, 0.10526315789473684, 0.10526315789473684, 0.10526315789473684, 0.10526315789473684, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['You', 'say', 'the', 'Pentagon', 'buried', 'the', 'report.', 'It', 'was', 'briefly', 'posted', 'online.', 'There', 'was', 'some', 'reporting', 'on', 'it', 'when', 'this', 'came', 'out', 'in', '2015.']	[0.5789473684210527, 0.5789473684210527, 0.8421052631578947, 0.9473684210526315, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[19, 20]
CNN-67068-5	['I', 'actually', 'came', 'to', 'the', 'hospital', 'within', 'about', '20', 'minutes', 'of', 'the', 'beginning', 'of', 'the', 'fire,', 'having', 'heard', 'about', 'it', 'on', 'the', '11', 'p.m.', 'news.', 'And', 'I', 'was', 'still', 'up.', 'I', 'immediately', 'came', 'to', 'the', 'hospital', 'and', 'patients', 'had', 'already', 'arrived', 'at', 'the', 'hospital', 'within', 'that', 'time', 'frame,', 'extremely', 'seriously', 'burned', 'patients.', 'And', 'the', 'emergency', 'room,', 'which', 'was', 'busy', 'at', 'the', 'time,', 'obviously', 'became', 'busier.', 'We', 'put', 'in', 'place', 'our', 'disaster', 'plan', 'very', 'quickly', 'and', 'amassed', 'a', 'large', 'number', 'of', 'staff,', 'both', 'from', 'within', 'and', 'outside', 'the', 'hospital', 'to', 'help', 'deal', 'with', 'this', 'tragic', 'event.']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.5, 0.5, 0.5, 0.375, 0.375, 0.5, 0.75, 0.625, 0.625, 1.0, 1.0, 1.0, 0.5, 0.625, 0.375, 0.375, 0.375, 0.375, 0.375]	['How', 'much', 'help', 'did', 'you', 'get', 'from', 'outside', 'the', 'hospital', 'last', 'night?']	[0.75, 0.75, 0.875, 0.75, 0.75, 0.75, 0.875, 1.0, 1.0, 1.0, 0.5, 0.5]	[8, 20]
CNN-169621-5	"['We', 'do', 'that', 'is', 'right.', 'Because', 'we', ""didn't"", 'go', 'through', 'bankruptcy,', 'but', 'it', 'makes', 'it', 'all', 'the', 'more', 'urgent', 'for', 'us', 'to', 'go', 'out', 'and', 'address', 'the', 'challenges', 'that', 'we', 'can', 'address.']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	['On', 'this', 'particular', 'deal.', 'You', 'effectively', 'bounced', 'Boeing', 'into', 're-engine', 'the', '737.', 'Come', 'on,', 'we', 'can', 'be', 'honest', 'about', 'this.']	[1.0, 1.0, 1.0, 1.0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	[1, 20]
